Assetnumber,AssetName,AssetType,ConstructionType,Maintainance State,Buildyear,Maintainer,Owner,Status,Width,Length,Area,Location,Latitude,Longitude,Passage road-width,Passage road-height,Passage sail-width,Passage sail-height,Technical lifespan expires,OBJECT_GUID,Area,Connection Type,Neighborhood,City,RD-X,RD-Y
2017,Honkbalpoort,Verkeersbrug,Underpass,4. Moderate,1979,SB AIB,Gemeente Almere,Existing,18,7.3,131.4,Annie MG Schmidtweg 27~45,52.3584334,5.1903015,14,2.5,,,2300,29D8A296D20BC5C5E0500A0A57326FCA,Havendreef,Woongebied,Literatuurwijk,Almere Stad,141678.306,485495.787
2028,Noordhollandsepoort,Fiets-voetbrug,Underpass,4. Moderate,1980,SB AIB,Gemeente Almere,Existing,10,18.5,185,Stedendreef 2,52.372331,5.2021837,3,,,,2300,29D8A2970352C5C5E0500A0A57326FCA,Stedendreef,Hoofdwegen,Muziekwijk,Almere Stad,142494.133,486584.432
2051,Rameaubrug,Verkeersbrug,Underpass,4. Moderate,1986,SB AIB,Gemeente Almere,Existing,11.5,40,460,JS Bachbrug,42.1379851,-87.8405772,7,,13.5,2.3,2100,29D8A296D21CC5C5E0500A0A57326FCA,Tsjaikowskypad,Groengebieden/Parken,Muziekwijk,Almere Stad,142124.6568,486660.2358
2262,Salsapoort,Verkeersbrug,Underpass,4. Moderate,1991,SB AIB,Gemeente Almere,Existing,8.8,9.3,113.4,Veluwedreef_Danswijk 2,52.3631435,5.2506273,5,2.6,0,0,2100,29D8A297036BC5C5E0500A0A57326FCA,Veluwedreef,Hoofdwegen,Filmwijk,Almere Stad,145633.062,486225.022
2263,Volksdanspoort,Verkeersbrug,Underpass,4. Moderate,1991,SB AIB,Gemeente Almere,Existing,12,9.4,177,Hagevoortdreef_Parkwijk 3,52.3678542,5.2531359,5,2.6,0,0,2100,29D8A296DBC5C5C5E0500A0A57326FCA,Hagevoortdreef,Hoofdwegen,Parkwijk,Almere Stad,145527.028,486504.026
2278,Hal Roachpoort,Verkeersbrug,Underpass,4. Moderate,1995,SB AIB,Gemeente Almere,Existing,14.2,13.3,189,John Fordstraat 32~68,52.3576442,5.2449478,4.2,2.5,7.8,3,2100,29D8A296D253C5C5E0500A0A57326FCA,Hal Roachstraat,Woongebied,Filmwijk,Almere Stad,145467.2853,485540.1019
2281,John Gieldgutpoort,Verkeersbrug,Underpass,4. Moderate,1991,SB AIB,Gemeente Almere,Existing,15,9.2,220,Cinemadreef 1,52.3728033,5.2282627,5,2.4,0,0,2100,29D8A2970374C5C5E0500A0A57326FCA,Cinemadreef,Hoofdwegen,Filmwijk,Almere Stad,144622.5171,487362.1232
2294,Jean Desmetpoort,Verkeersbrug,Underpass,4. Moderate,1995,SB AIB,Gemeente Almere,Existing,13,13.5,175.5,Simon van Collembrug,,,2.5,2.5,4,3,2100,29D8A296D251C5C5E0500A0A57326FCA,Jean Desmetstraat,Groengebieden/Parken,Filmwijk,Almere Stad,145072.579,486223.527
2502,Aambeeldpoort,Verkeersbrug,Underpass,4. Moderate,1979,SB AIB,Gemeente Almere,Existing,18,7.3,131.4,Landdrostdreef_Randstaddreef,52.3774555,5.225969,14,,,,2300,29D8A296D25DC5C5E0500A0A57326FCA,Randstaddreef,Hoofdwegen,Randstad,Almere Stad,144066.261,487697.176
3028,Vaarttunnelpoort,Verkeersbrug,Underpass,4. Moderate,1981,SB AIB,Gemeente Almere,Existing,36,12.5,450,Buitenring_Bouwmeesterbuurt 3,52.3995544,5.2514479,6,2.7,0,0,2100,29D8A296D22FC5C5E0500A0A57326FCA,Buitenring,Hoofdwegen,Bouwmeesterbuurt,Almere Buiten,146060.002,490373.982
0023,1e Blanchardbrug,Fiets-voetbrug,Wood,4. Moderate,1983,Staatsbosbeheer,Gemeente Almere,Existing,4.2,21.4,89.9,Water_Kromslootpark,52.3373845,5.177393,4,,6.5,2,2023,29D8A2970324C5C5E0500A0A57326FCA,Blanchardpad,Groengebieden/Parken,overig Almere Haven,Almere Haven,139787.844,482893.384
1040,Overheen,Fiets-voetbrug,Wood,4. Moderate,1980,SB AIB,Gemeente Almere,plan,2.6,25.4,66.04,Paalbrug,52.3448159,5.2188936,2.4,,8.5,2.3,2020,29D8A2970338C5C5E0500A0A57326FCA,Overgouw,Groengebieden/Parken,De Gouwen,Almere Haven,143415.928,484220.818
1058,Fongersbrug,Fiets-voetbrug,Wood,4. Moderate,1986,SB AIB,Gemeente Almere,Existing,5.2,38.4,199.68,Fongersbrug,52.3480795,5.2515208,5,,8.6,3,2037,29D8A296D247C5C5E0500A0A57326FCA,Fongerspad,Groengebieden/Parken,overig Almere Haven,Almere Haven,145756.554,484473.9878
2010,Pijnackerbrug,Fiets-voetbrug,Wood,4. Moderate,1982,SB AIB,Gemeente Almere,plan,5.1,25.4,129.54,Pijnackerbrug,,,4.8,,10.5,2,2022,29D8A2970349C5C5E0500A0A57326FCA,Gorinchemgracht,Groengebieden/Parken,Stedenwijk,Almere Stad,142416.746,485746.939
2258,Utopiabrug,Fiets-voetbrug,Wood,4. Moderate,1984,Stadsruimte,Gemeente Almere,History,1.8,17.2,31,Weerwater_Atlantisstrand,52.3569452,5.2217127,,,8,2.5,2024,29D8A296DBC0C5C5E0500A0A57326FCA,Archerpad,Groengebieden/Parken,overig Almere Stad,Almere Stad,143908.175,485835.894
2503,Rooseveltbrug,Fiets-voetbrug,Wood,4. Moderate,1983,SB AIB,Gemeente Almere,plan,5.4,25.5,137.7,Rooseveltbrug,52.3776653,5.2217093,5,,7.5,2,2023,29D8A2970388C5C5E0500A0A57326FCA,Stadswetering,Groengebieden/Parken,Staatsliedenwijk,Almere Stad,143725.554,487761.833
2508,Schipbeekbrug,Fiets-voetbrug,Wood,4. Moderate,1986,SB AIB,Gemeente Almere,Existing,3.4,38.8,131.92,Dinkelbrug,52.250073,7.0196955,3,,7.5,2,2026,29D8A296D260C5C5E0500A0A57326FCA,Stadswetering,Groengebieden/Parken,Waterwijk,Almere Stad,144188.23,488077.294
2516,Wijde Blikbrug,Fiets-voetbrug,Wood,4. Moderate,1981,SB AIB,Gemeente Almere,Existing,3.5,25.5,89.25,Slufterbrug,52.3996647,4.9438187,3.2,,7.5,2,2021,29D8A297038EC5C5E0500A0A57326FCA,Madisonpad,Groengebieden/Parken,Waterwijk,Almere Stad,143828.626,489099.829
2517,Grote Brekkenbrug,Fiets-voetbrug,Wood,4. Moderate,1981,SB AIB,Gemeente Almere,Existing,3.5,25.5,89.25,Zalmbrug,51.8082506,5.083035,3.2,,7.5,2,2025,29D8A296D265C5C5E0500A0A57326FCA,Grote Brekkenstraat,Groengebieden/Parken,Waterwijk,Almere Stad,144143.882,489253.884
2757,Prinsenbrug,Fiets-voetbrug,Wood,4. Moderate,1985,SB AIB,Gemeente Almere,Existing,3.2,27,86.4,Algerabrug,51.9169283,4.5792456,2.8,,10.5,2,2035,29D8A296D27EC5C5E0500A0A57326FCA,Prinsenpad,Groengebieden/Parken,Staatsliedenwijk,Almere Stad,142995.136,487640.145
2766,Hoepelbrug,Fiets-voetbrug,Wood,4. Moderate,1982,SB AIB,Gemeente Almere,Existing,3.3,39.7,131.01,Hoepelbrug,52.3751879,5.2059253,3,,7.3,2.2,2022,29D8A29703A1C5C5E0500A0A57326FCA,Den Uylpad,Groengebieden/Parken,Kruidenwijk,Almere Stad,142657.627,487491.37
2770,Knikkerbrug,Fiets-voetbrug,Wood,4. Moderate,1982,SB AIB,Gemeente Almere,Existing,5.4,39.5,213.3,Schommelbrug,52.3747266,5.2002742,5,,7.3,2.2,2035,29D8A29703A3C5C5E0500A0A57326FCA,Parkwetering,Groengebieden/Parken,Kruidenwijk,Almere Stad,142351.626,487596.7174
2775,Touwspringbrug,Fiets-voetbrug,Wood,4. Moderate,1982,SB AIB,Gemeente Almere,Existing,5.4,39.5,213.3,Touwspringbrug,52.3783968,5.194317,5,,7.3,2,2023,29D8A29703A5C5C5E0500A0A57326FCA,Specerijpad,Groengebieden/Parken,Kruidenwijk,Almere Stad,141863.241,487845.298
2776,Bokspringbrug,Fiets-voetbrug,Wood,4. Moderate,1982,SB AIB,Gemeente Almere,Existing,3.4,25.5,86.7,Bokspringbrug,52.3782469,5.1930236,3,,7.84,2,2022,29D8A296D288C5C5E0500A0A57326FCA,Clauspad,Groengebieden/Parken,Kruidenwijk,Almere Stad,141758.649,487839.13
3000,Johnsonbrug,Fiets-voetbrug,Wood,4. Moderate,1989,SB AIB,Gemeente Almere,Existing,4.3,28,120.4,Johnsonbrug 1,41.4906172,-78.675026,4,,5.9,2,2029,29D8A29703AFC5C5E0500A0A57326FCA,Johnsonpad,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,146176.9972,489056.4229
3001,Twickelbrug,Fiets-voetbrug,Wood,4. Moderate,1975,SB AIB,Gemeente Almere,plan,2.5,23.2,58,Johnsonbrug 1,41.4906172,-78.675026,2,,8.5,2,2015,29D8A296D1FCC5C5E0500A0A57326FCA,Piet Moeskopspad,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,146315.416,489152.907
3003,Daniel Stalpaertbrug,Fiets-voetbrug,Wood,4. Moderate,1986,SB AIB,Gemeente Almere,Existing,4.3,23,98.9,Daniel Stalpaertbrug,41.404335,-75.4048587,4,,8.5,2,2046,29D8A296D1FDC5C5E0500A0A57326FCA,Piet Moeskopspad,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,146457.457,489285.272
3005,Jaap Nippadbrug,Fiets-voetbrug,Wood,4. Moderate,1975,SB AIB,Gemeente Almere,Existing,2.5,23.2,58,Jaap Nippadbrug 1,52.3917227,5.2632656,2,,8.5,2,2020,29D8A296D1FEC5C5E0500A0A57326FCA,Piet Moeskopspad,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,146562.64,489331.075
3043,San Franciscobrug,Fiets-voetbrug,Wood,4. Moderate,1986,SB AIB,Gemeente Almere,Existing,4,23,92,San Franciscostraat 1,52.3500996,4.759817,3.7,,8.2,2,2026,29D8A296D296C5C5E0500A0A57326FCA,Piet Moeskopspad,Groengebieden/Parken,Molenbuurt,Almere Buiten,147060.586,489680.067
5000,Kluutbrug,Fiets-voetbrug,Wood,4. Moderate,1995,SB AIB,Gemeente Almere,Existing,2.7,21.5,58.1,nvt,38.8946922,-77.1917651,2.5,,4.7,2,2035,318630A66AF33498E0535B320A0A7C56,Kluutweg,nvt,nvt,nvt,153640.6487,481822.6252
5002,Paradijsvogelbrug,Fiets-voetbrug,Wood,4. Moderate,1996,SB AIB,Gemeente Almere,Existing,3,21.3,63.9,Kievitstocht_Paradijsvogelbrug,,,3,,6.5,2.4,2046,318630A66AF73498E0535B320A0A7C56,Paradijsvogelpad,Groengebieden/Parken,overig Almere Hout,Almere Hout,149240.036,486769.155
5004,Zwaanbrug,Fiets-voetbrug,Wood,4. Moderate,1994,SB AIB,Gemeente Almere,Existing,3.4,17.3,58.82,Gracht Zwaanplantsoen_Wielewaallaan,52.1353411,4.600044,3.3,,5.3,0.7,2034,29D8A297031DC5C5E0500A0A57326FCA,Wielewaallaan,Groengebieden/Parken,Vogelhorst,Almere Hout,149000.245,483515.633
8005,Groene Kadebrug,Fiets-voetbrug,Wood,4. Moderate,1990,SB AIB,Gemeente Almere,Existing,3.6,32.7,117.72,Kottertocht 5,,,3.4,,6.2,2.1,2038,29D8A296F4E1C5C5E0500A0A57326FCA,Jaap Edenpad,Groengebieden/Parken,Buitenvaart,Almere Buiten,146523.578,491759.43
2777,Specerijpoort,Verkeersbrug,Underpass,5. Poor,1986,SB AIB,Gemeente Almere,Existing,9.3,22.6,410,Bokspringbrug,52.3782469,5.1930236,8.5,,14,28,2100,29D8A296D289C5C5E0500A0A57326FCA,Muziekdreef,Groengebieden/Parken,Kruidenwijk,Almere Stad,141654.811,487778.571
1041,Krombrug,Fiets-voetbrug,Wood,5. Poor,1975,SB AIB,Gemeente Almere,History,5,28.4,142,Krombrug,52.3447643,5.2152775,4.8,,4.5,2,2015,29D8A296D23FC5C5E0500A0A57326FCA,Brongouw,Groengebieden/Parken,De Gouwen,Almere Haven,143278.92,484116.157
2013,Voetbalbrug,Fiets-voetbrug,Wood,5. Poor,1982,SB AIB,Gemeente Almere,Existing,3.1,25.6,79.36,Handbalbrug,,,2.7,,10.5,2,2022,29D8A296D209C5C5E0500A0A57326FCA,Radioweg,Groengebieden/Parken,Stedenwijk,Almere Stad,141993.903,485376.343
2034,Tikkertjebrug,Fiets-voetbrug,Wood,5. Poor,1981,Stadsruimte,Gemeente Almere,History,3.3,23.6,77.8,Tikkertjebrug,52.3699497,5.2049736,3,,7.5,2.2,2021,29D8A296D215C5C5E0500A0A57326FCA,Tsjaikowskypad,Groengebieden/Parken,Stedenwijk,Almere Stad,142588.782,486918.482
2035,Manifestatiebrug,Fiets-voetbrug,Wood,5. Poor,1979,SB AIB,Gemeente Almere,Existing,5.7,24.7,140.79,Amsterdambrug,52.3635898,4.9024018,5.2,,9.8,1.8,2022,29D8A2970355C5C5E0500A0A57326FCA,Tsjaikowskypad,Groengebieden/Parken,Stedenwijk,Almere Stad,142744.45,486905.748
2036,Harlingenbrug,Fiets-voetbrug,Wood,5. Poor,1979,SB AIB,Gemeente Almere,Existing,3.3,38.8,128.04,Makkumbrug,52.3729703,5.2070132,2.6,,9.8,2.6,2019,29D8A296D216C5C5E0500A0A57326FCA,Heerenveenpad,Groengebieden/Parken,Stedenwijk,Almere Stad,142779.5357,487047.1223
2038,Giethoornbrug,Fiets-voetbrug,Wood,5. Poor,1980,SB AIB,Gemeente Almere,plan,3.3,28.5,94.05,Giethoornbrug,52.3697189,5.2127326,2.8,,9.5,2.6,2020,29D8A296D217C5C5E0500A0A57326FCA,Meppelsingel,Groengebieden/Parken,Stedenwijk,Almere Stad,143120.197,486886.355
2291,Ebenezer Howardbrug,Fiets-voetbrug,Wood,5. Poor,1993,SB AIB,Gemeente Almere,Existing,2.5,51,127.5,Appelboombrug,52.3718149,5.2427145,1.9,,8,2,2038,29D8A296D250C5C5E0500A0A57326FCA,Hoefbladpad,Groengebieden/Parken,Parkwijk,Almere Stad,145012.854,487037.897
2531,Leeghwaterbrug,Fiets-voetbrug,Wood,5. Poor,2017,SB AIB,Gemeente Almere,History,3.3,27.3,90.1,Bruinvisbrug,52.3873341,5.23222,3,,7.5,3.5,2067,29D8A2970394C5C5E0500A0A57326FCA,Leeghwaterpad,Groengebieden/Parken,Waterwijk,Almere Stad,144520.477,488686.202
2532,Jan Postmabrug,Fiets-voetbrug,Wood,5. Poor,1986,SB AIB,Gemeente Almere,Existing,2.1,26,54.6,Jan Postmabrug,-28.3221387,23.0719589,2,,8.1,2,2041,29D8A296D26EC5C5E0500A0A57326FCA,Crossing,Groengebieden/Parken,Verzetswijk,Almere Stad,144859.594,488399.251
2769,Tollenbrug,Fiets-voetbrug,Wood,5. Poor,2017,SB AIB,Gemeente Almere,History,3.2,24.6,78.7,Schommelbrug,52.3747266,5.2002742,2.8,,7.5,1.5,2067,29D8A296D284C5C5E0500A0A57326FCA,Beatrixpad,Groengebieden/Parken,Kruidenwijk,Almere Stad,142312.341,487574.582
2773,Verstoppertjebrug,Fiets-voetbrug,Wood,5. Poor,1982,SB AIB,Gemeente Almere,Existing,2.4,40,96,Schommelbrug,52.3747266,5.2002742,2,,7.3,2.2,2022,29D8A296D286C5C5E0500A0A57326FCA,Parkwetering,Groengebieden/Parken,Kruidenwijk,Almere Stad,142184.223,487650.249
2803,Tuinkruidenbrug,Fiets-voetbrug,Wood,5. Poor,2017,SB AIB,Gemeente Almere,History,5.4,26,140.4,Rozemarijnbrug,51.0499173,3.709594,5,,10.5,2,2067,29D8A296D1E4C5C5E0500A0A57326FCA,Tuinkruidenpad,Groengebieden/Parken,Kruidenwijk,Almere Stad,142442.3404,488023.9042
3048,L. Wijersbrug,Fiets-voetbrug,Wood,5. Poor,1986,SB AIB,Gemeente Almere,Existing,2.5,25.3,63.25,L Wijersbrug,52.3943641,5.2578026,2.3,,10,1.5,2039,318630A66BBE3498E0535B320A0A7C56,Daniel Stalpaertstraat,Groengebieden/Parken,Bouwmeesterbuurt,Almere Buiten,146215.6295,489632.6064
2530,Cruquiusbrug,Fiets-voetbrug,Wood,Zeer5. Poor,1986,SB AIB,Gemeente Almere,History,1.3,15.6,20.3,Leeghwaterplas 2,,,1.1,,3,1,2026,29D8A296D26DC5C5E0500A0A57326FCA,Jaraypad,Groengebieden/Parken,Verzetswijk,Almere Stad,144503.747,488221.9794
8008,Duckdalfbrug,Fiets-voetbrug,Wood,Zeer5. Poor,1981,Stadsruimte,Gemeente Almere,History,3.6,35,126,Kottertocht 7,,,3.5,,8.6,2.8,2021,29D8A297031EC5C5E0500A0A57326FCA,Matieu Cordangpad,Groengebieden/Parken,De Vaart,Almere Buiten,146098.425,491459.646
